Nome do Assistente que processou,CNPJ UFV,USINA/FILIAL,CLUSTER,PC,Nº DA NF ,FORNECEDOR,CNPJ - FORNECEDOR,TIPO  DE SERVIÇO PRESTADO,DATA DE EMISSAO - NF ,VALOR DA NF,DT DE INSERÇÃO DO PC,VENCIMENTO,DATA ENVIO AO FISCAL,DATA DE ESCRITURAÇÃO DO FISCAL,DATA QUE A NF FOI PAGA,STATUS DO LANÇAMENTO
ANDREY,41.738.810/0019-56,INDAIABIRA 02,NORTE ,5829,5606,CENTER LUZ,27.661.197/0001-66,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",15/09/2025,144,17/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,34.458.863/0001-29,JANUARIA I,NORTE ,302120,5607,CENTER LUZ,27.661.197/0001-66,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",15/09/2025,635,17/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
THAUANY,34181977000689,MORI MINAS NEWCO I ,NORTE ,1681,19618,ANTONIO GOMES DOS SANTOS ,3334779000170,SERVIÇO DE TRANSPORTE ,15/09/2025,191.9,18/09/2025,05/10/2025,22/09/2025,,,PAGO 
THAUANY,34183614000410,MORI MINAS NEWCO III,NORTE ,1712,10617,ANTONIO GOMES DOS SANTOS ,3334779000170,SERVIÇO DE TRANSPORTE ,15/09/2025,340.8,22/09/2025,05/10/2025,25/09/2025,,,PAGO 
THAUANY,34181977000760,MORI MINAS NEWCO I ,NORTE ,1689,16931,GJ DE ALMEIDA SUPERMECADOS LTDA,20198990000121,COMPRA DE SUPERMECADO ,15/09/2025,275.24,24/09/2025,15/10/2025,26/09/2025,,,PAGO 
THAUANY,34458863000129,UFV JANUARIA I,NORTE ,302108,5048,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMENTOS DE SEGURANÇA,15/09/2025,1600.1,17/09/2025,15/10/2025,17/09/2025,,,PAGO 
THAUANY,34183614000259,MORI MINAS NEWCO III,TRIANGULO,1520,2103,KARLO BRUCE REZENDE,4471118000159,FORNECIMENTO DE AGUA POTAVEL,16/09/2025,30,18/09/2025,15/10/2025,19/09/2025,,,PAGO 
THAUANY,41738810000631,ESTRELA DO NORTE GERAÇÃO SPE,NORTE ,5432,2105,KARLO BRUCE REZENDE,4471118000159,FORNECIMENTO DE AGUA POTAVEL,16/09/2025,30,19/09/2025,15/10/2025,19/09/2025,,,PAGO 
THAUANY,41738810001794,ESTRELA DO NORTE GERAÇÃO SPE,NORTE ,5433,2106,KARLO BRUCE REZENDE,4471118000159,FORNECIMENTO DE AGUA POTAVEL,16/09/2025,30,19/09/2025,15/10/2025,19/09/2025,,,PAGO 
THAUANY,34181977000255,MORI MINAS NEWCO I ,TRIANGULO,1517,2102,KARLO BRUCE REZENDE,4471118000159,FORNECIMENTO DE AGUA POTAVEL,16/09/2025,30,18/09/2025,15/10/2025,19/09/2025,,,PAGO 
THAUANY,34182074000531,MORI MINAS NEWCO II,TRIANGULO,1377,2104,KARLO BRUCE REZENDE,4471118000159,FORNECIMENTO DE AGUA POTAVEL,16/09/2025,30,18/09/2025,15/10/2025,18/09/2025,,,PAGO 
THAUANY,34183614000682,MORI MINAS NEWCO III,TRIANGULO,1696,650365,LOJA ELETRICA LTDA,17155342001155,COMPRA DE FERRAMENTAS,16/09/2025,926,25/09/2025,15/10/2025,25/09/2025,,,PAGO 
THAUANY,54294711000579,UFV COMERC BAHIA 3 ,BAHIA,742,993605,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,41718786000245,UFV MORI BAHIA 1,BAHIA,233,993594,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,54294711001460,UFV COMERC BAHIA 3 ,BAHIA,753,993596,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,54294711000730,UFV COMERC BAHIA 3 ,BAHIA,748,993597,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,41718786000326,UFV MORI BAHIA 1,BAHIA,232,993598,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,41718786000407,UFV MORI BAHIA 1,BAHIA,234,993663,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,01/10/2025,15/10/2025,01/10/2025,,,PAGO 
THAUANY,54294711001117,UFV COMERC BAHIA 3 ,NORTE ,754,993608,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,01/10/2025,15/10/2025,01/10/2025,,,PAGO 
THAUANY,36577901000350,ESTRELA DO NORTE SPE II,NORTE ,545,993607,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,01/10/2025,15/10/2025,01/10/2025,,,PAGO 
THAUANY,54294711001702,UFV COMERC BAHIA 3 ,BAHIA,744,993599,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,01/10/2025,15/10/2025,01/10/2025,,,PAGO 
THAUANY,53048055000480,UFV COMERC BAHIA 3 ,BAHIA,382,993602,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,01/10/2025,15/10/2025,01/10/2025,,,PAGO 
THAUANY,54294711000307,UFV COMERC BAHIA 3 ,BAHIA,749,993603,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,01/10/2025,15/10/2025,01/10/2025,,,PAGO 
THAUANY,54294711001206,UFV COMERC BAHIA 3 ,BAHIA,752,993592,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,01/10/2025,15/10/2025,01/10/2025,,,PAGO 
THAUANY,54294711001389,UFV COMERC BAHIA 3 ,BAHIA,751,993604,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,01/10/2025,15/10/2025,01/10/2025,,,PAGO 
THAUANY,54294711000226,UFV COMERC BAHIA 3 ,BAHIA,747,993606,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,1822.68,01/10/2025,15/10/2025,01/10/2025,,,PAGO 
ANDREY,34.181.977/0003-36,MANGA 01,NORTE ,1680,5608,CENTER LUZ,27.661.197/0001-66,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,123.2,17/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,53.599.051/0003-00,AREAL,NORDESTE ,285,993249,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,5499.96,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,54.294.711/0014.60,POSTO DA MATA I & II,NORDESTE ,775,6157,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,3882.33,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,54.294.711/0005.79,ALCOBAÇA,NORDESTE ,766,6160,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,3882.78,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,41.718.786/0004.07,LAPÃO,NORDESTE ,242,6161,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,3881.7,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,54.294.711/0013.89,ITORORO,NORDESTE ,773,6164,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,3882.82,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,54.294.711/0012.06,JOÃO DOURADO,NORDESTE ,774,6177,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,3882.78,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,54.294.711/0011.17,URANDI,NORDESTE ,776,6253,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",17/09/2025,3882.78,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
SABRINA,42910475001641,ARCOS 7 ,SUL ,005438,242,MARA TRANSPORTES LTDA-ME,7537575000197,SERVIÇO DE TRANSPORTE ,18/09/2025,800,18/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,41738810001875,PAINS 3 ,SUL ,005833,243,MARA TRANSPORTES LTDA-ME,7537575000197,SERVIÇO DE TRANSPORTE ,18/09/2025,1600,18/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
THAUANY,34183614000500,MORI MINAS NEWCO III,TRIANGULO,1704,385274,LOJA ELETRICA LTDA,17155342001155,COMPRA DE FERRAMNTAS,18/09/2025,10528,19/09/2025,25/11/2025,19/09/2025,,,PAGO 
THAUANY,43385610001334,MORI GERAÇÃO II,CENTRO ,4629,2864,HIPO MAQUINAS SERVIÇOS LTDA,15089536000100,LOCAÇÃO DE MAQUINAS ,18/09/2025,500,24/09/2025,05/10/2025,24/09/2025,,,PAGO 
THAUANY,42385610001415,MORI GERAÇÃO II,CENTRO ,4628,2865,HIPO MAQUINAS SERVIÇOS LTDA,15089536000100,LOCAÇÃO DE MAQUINAS ,18/09/2025,500,24/09/2025,05/10/2025,24/09/2025,,,PAGO 
THAUANY,42385610001172,MORI GERAÇÃO II,CENTRO ,4627,2863,HIPO MAQUINAS SERVIÇOS LTDA,15089536000100,LOCAÇÃO DE MAQUINAS ,18/09/2025,500,24/09/2025,05/10/2025,24/09/2025,,,PAGO 
THAUANY,42385610001768,MORI GERAÇÃO II,CENTRO ,4626,2866,HIPO MAQUINAS SERVIÇOS LTDA,15089536000100,LOCAÇÃO DE MAQUINAS ,18/09/2025,500,24/09/2025,05/10/2025,24/09/2025,,,PAGO 
THAUANY,42385610001687,MORI GERAÇÃO II,CENTRO ,4625,2867,HIPO MAQUINAS SERVIÇOS LTDA,15089536000100,LOCAÇÃO DE MAQUINAS ,18/09/2025,500,24/09/2025,05/10/2025,24/09/2025,,,PAGO 
SABRINA,34444137000157,UFV PORTEIRINHA II,NORTE ,000425,1,JOAO JOSE DA COSTA,48832983000159,LOCAÇÃO DE MAQUINAS ,19/09/2025,400,25/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
THAUANY,34461745000170,UFV FRANCISCO SÁ ,CENTRO ,425,57121,HOLD TRANSPORTE ,24052966000130,SERVIÇO DE TRASPORTE,19/09/2025,1920,25/09/2025,05/11/2025,25/09/2025,,,PAGO 
THAUANY,42910475000599,MORI MINAS NEWCO IV,NORTE ,5430,6889,ACESSAR EQUIPAMENTOS LTDA,17917943000186,MANUTENÇÃO EM EQUIPAMENTOS,19/09/2025,16000,25/09/2025,15/10/2025,25/09/2025,,,PAGO 
THAUANY,34181977000174,MORI MINAS NEWCO I ,NORTE ,1685,2210,RODOMAFE TRASPORTES LTDA,21557405000167,SERVIÇO DE TRASPORTE,19/09/2025,7300,25/09/2025,15/10/2025,25/09/2025,,,PAGO 
THAUANY,34181977000174,MORI MINAS NEWCO I ,NORTE ,273,57259,HOLD TRANSPORTE ,24052966000130,SERVIÇO DE TRASPORTE,22/09/2025,1890,25/09/2025,15/11/2025,25/09/2025,,,PAGO 
ANDREY,34.181.977/0004-17,PARACATU 01,TRIANGULO,1694,985,MATERIAIS DE COSTRUÇÃO SILVA,49.678.002/0001-23,"COMPRA DE MATERIAL: TRINCHA,ANTIFERRUGEM,BROCA DE ACO,SOQUETE,BROXA,CHAVE GRIFO,BROCA DE ACO,FITA VEDA ROSCA,TRENA",01/10/2025,497.9,03/10/2025,25/10/2025,03/10/2025,,,FISCAL
ANDREY,34.181.977/0004-17,PARACATU 02,TRIANGULO,1697,992,MATERIAIS DE COSTRUÇÃO SILVA,49.678.002/0001-23,"COMPRA DE MATERIAL:ANTIFERRUGEM,PORCA,PARAFUSO,LIXA,",01/10/2025,436.5,03/10/2025,25/10/2025,03/10/2025,,,FISCAL
ANDREY,41.738.810/0002-08,GUARDA-MOR,TRIANGULO,5842,311,A&A TELECOM,43.979.923/0001-40,SUPORTE TEC EM INFORMATICA ,01/10/2025,710,03/10/2025,25/10/2025,06/10/2025,,,FISCAL
ANDREY,34.182.074/0006-12,PARACATU 06,TRIANGULO,1517,130,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,FORNECIMENTO DE AGUA POTAVEL,01/10/2025,700,03/10/2025,25/10/2025,06/10/2025,,,FISCAL
ANDREY,36.577.901/0005-11,LAGOA ,TRIANGULO,771,131,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,FORNECIMENTO DE AGUA POTAVEL,01/10/2025,1700,03/10/2025,25/10/2025,06/10/2025,,,FISCAL
ANDREY,42.385.610/0006-05,PARACATU 08,TRIANGULO,4639,132,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,FORNECIMENTO DE AGUA POTAVEL,01/10/2025,700,06/10/2025,25/10/2025,06/10/2025,,,FISCAL
ANDREY,34.183.614/0007-63,PARACATU 03,TRIANGULO,1725,134,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,FORNECIMENTO DE AGUA POTAVEL,01/10/2025,1300,06/10/2026,25/10/2025,06/10/2025,,,FISCAL
THAUANY,34.183.614/0003-30,UFV PARACATU 2,TRIANGULO,1728,14783,CASA E LIMPEZA E SERVIÇOS LTDA,14.286.722/0001-69,Material de limpeza ,01/10/2025,161,06/10/2025,25/10/2025,08/10/2025,,,FISCAL
THAUANY,34.183.614/0003-30,UFV PARACATU 2,TRIANGULO,1729,14775,CASA E LIMPEZA E SERVIÇOS LTDA,14.286.722/0001-69,Material de limpeza ,01/10/2025,448.1,06/10/2025,25/10/2025,08/10/2025,,,FISCAL
THAUANY,42.385.610/0006-05,UFV PARACATU 8,TRIANGULO,4642,14777,CASA E LIMPEZA E SERVIÇOS LTDA,14.286.722/0001-69,Material de limpeza ,01/10/2025,204.1,06/10/2025,25/10/2025,09/10/2025,,,FISCAL
ANDREY,34.115.737/0001-71,RAJADA ,NORDESTE ,191,102,FERRAZ & MEIRA SOLUCOES,39.983.219/0001-93,ATIVAÇÃO DE SERVIÇO DE INTERNET,02/10/2025,829.1,13/10/2025,05/11/2025,13/10/2025,,,FISCAL
THAUANY,20.589.037/0001-04,FCR VII USINA DE ENERGIA FOTOVOLTAICA LTDA,NORTE ,280,874,ALTEK TELECOMUNICAÇÕES LTDA,13.591.814/0001-90,SERVIÇOS TECNICOS DE TELECOMUNICAÇÕES,02/10/2025,498,06/10/2025,25/10/2025,07/10/2025,,,FISCAL
THAUANY,34.183.614/0003-30,MORI MINAS NEWCO III,TRIANGULO,1741,4382,TRADIÇÃO PANIFICADORA,22.150.589/0001-47,"COMPRA: CAFÉ, BISCOITO E AÇUCAR",02/10/2025,103.84,29/10/2025,15/11/2025,01/11/2025,,,FISCAL
THAUANY,34.183.614/0003-30,UFV PARACATU 2,TRIANGULO,1727,276,LAVA JATO BOB ESPONJA LTDA,51.998.768/0001-37,SERVICO DE LAVA JATO,03/10/2025,840,06/10/2025,25/10/2025,09/10/2025,,,FISCAL
ANDREY,41.738.810/0018-75,PAINS 03,SUL,5839,654783,LOJA ELETRICA LTDA,17.155.342/0011-55,COMPRA DE CABOS ,03/10/2025,4295.5,07/10/2025,25/10/2025,07/10/2025,,,FISCAL
ANDREY,41.718.786/0003-26,RIBEIRA DO POMBAL,NORDESTE,382,1630,NADILMA SANTOS ,05.145.557/0001-34,FORNECIMENTO DE AGUA MINERAL,03/10/2025,75,07/10/2025,25/10/2025,07/10/2025,,,FISCAL
ANDREY,42.385.610/0007-52,VARJAO,TRIANGULO,4624,10179,JC DA SILVA ,10.673.569/0002-52,COMPRA DE CABOS ,03/10/2025,4482.05,13/10/2025,05/11/2025,13/10/2025,,,FISCAL
ANDREY,54.294.711/0013-89,ITORORO,NORDESTE,1228,197,PJ SERVIÇOS ,49.411.361/0001-10,TRANSPORTE COLETIVO,04/10/2025,900,07/10/2025,25/10/2025,07/10/2025,,,FISCAL
ANDREY,54.294.711/0017-02,BARRA DO CHOCA,NORDESTE,1229,26,GILVANEI FERREIRA DOS SANTOS,45.984.977/0001-29,FORNECIMENTO DE AGUA MINERAL,04/10/2025,196,07/10/2025,25/10/2025,07/10/2025,,,FISCAL
JULIANA,34.181.977/0005-06,UFV MIRABELLA,MINAS CENTRO,1708,49395,GUSTAVO REIS SILVA ,54.084.574/0001-14,AGUA MINERAL,06/10/2025,280,14/10/2025,2025-05-11 00:00:00,16/10/2025,,,FISCAL
ANDREY,42.910.475/0002-46,BAMBUI 1,SUL,5489,1041093,BRS SUPRIMENTOS,03.746.938/0015-49,COMPRA DE SUPERMERCADO ,06/10/2025,797.89,09/10/2025,05/11/2025,2025-10-10 00:00:00,,,FISCAL
ANDREY,41.718.786/0002.45,JEQUIÉ ,NORDESTE,241,7323,MINAS FERRAMENTAS ,17.194.994/0001-27,"COMPRA DE FERRAMENTAS: CHAVES ALICATES, BROCAS ",06/10/2025,3861.55,07/10/2025,25/10/2025,07/10/2025,,,FISCAL
ANDREY,42.910.475/0002-46,BAMBUI 1,SUL,5492,1042063,BRS SUPRIMENTOS,03.746.938/0015-49,COMPRAS DE MERCADO,06/10/2025,797.89,13/10/2025,05/11/2025,,,,FISCAL
JULIANA ,34.182.074/0004-50,JANAUBA,NORTE ,1514,58012,HOLD TRANSPORTE,24.052.966/0001-30,TRANSPORTE DE MATERIAL ,07/10/2025,1000,26/09/2025,25/11/2025,13/10/2025,,,FISCAL
JULIANA ,34.182.074/0005-31,PIRAPORA 3,CENTRO,1527,132,MONICA APARECIDA SIQUEIRA,43.118.394/0001-90,SERVICO DE LAVA JATO,08/10/2025,490,17/10/2025,05/11/2025,,,,aprovação
ANDREY,33.877.063/0001-80,PARACATU,TRIANGULO,429,137,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,FORNECIMENTO DE AGUA POTAVEL,08/10/2025,1300,08/10/2025,05/11/2025,09/10/2025,,,FISCAL
JULIANA ,34.182.074/0003-70,BOCAIUVA 3,CENTRO,1510,58004,HOLD TRANSPORTE,24.052.966/0001-30,TRANSPORTE DE MATERIAL ,08/10/2025,2450,126/09/2025,25/11/2025,13/10/2025,,,FISCAL
ANDREY,32.014.225/0001-93,LAGOA GRANDE ,TRIANGULO,386,58022,HOLD TRANSPORTE,24.052.966/0001-30,TRANSPORTE DE MATERIAL ,08/10/2025,1520,09/10/2025,25/11/2025,2025-09-10 00:00:00,,,FISCAL
ANDREY,41.738.810/0013-60,PEDRA DO INDIA 03,SUL,5840,58034,HOLD TRANSPORTE,24.052.966/0001-30,TRANSPORTE DE MATERIAL ,08/10/2025,1380,10/10/2025,05/11/2025,10/10/2025,,,FISCAL
ANDREY,33.877.251/0001-08,PORTEIRINHA,NORTE ,383991,58013/58014,HOLD TRANSPORTE,24.052.966/0001-30,TRANSPORTE DE MATERIAL ,08/10/2025,1050,10/10/2025,08/11/2025,10/10/2025,,,FISCAL
ANDREY,41.718.786/0003-26,RIBEIRA DO POMBAL,NORDESTE ,240,7611,MINAS FERRAMENTAS ,17.194.994/0001-27,"COMPRA DE FERRAMENTAS: CHAVES ALICATES, BROCAS ",08/10/2025,3882.78,13/10/2025,05/11/2025,13/10/2025,,,FISCAL
JULIANA,41.718.786/0002-45,UFV MORI BAHIA ,NORDESTE ,414,112,SDS SOLUÇÕES DE SERVIÇOS ,10.248.593/0001-63,TRANSPORTE DE AGUA EM CAMINHAO PIPA ,09/10/2025,450,10/11/2025,15/12/2025,11/11/2025,,,FISCAL 
JULIANA,42.910.475/0013-07,UFV VARGINHA,SUL ,5500,813,ATENAS CONSTRUÇÃO ,42.910.475/0013-07,SERVIÇO DE EMENDA NO CABO ,09/10/2025,4500,16/10/2025,05/11/2024,22/10/2025,,,FISCAL
JULIANA ,25.279.519/0001-81,UFV JANUARIA II ,NORTE ,202141,1535,MALTA MOURA EQUIPAMENTOS ,25.279.519/0001-40,LOCAÇÃO DE CAMINHAO PIPA ,09/10/2025,3600,24/10/2025,15/11/2025,29/10/2025,,,FISCAL 
ANDREY,42.910.475/0005-99,CASSIA 1,SUL,5487,5385,NEW CABOS ,19.436.993/0001-77,COMPRA DE CABOS ,09/10/2025,19360,13/10/2025,08/11/2025,13/10/2025,,,FISCAL
NAUANY,34.182.074/0003-70 ,BOCAIUVA 3,CENTRO,001525,10820,ANTONIO GOMES ,03.334.779/0001-70,COMPRA DE LIMPA CONTATO/ROLAMENTO/THINER ,10/10/2025,1408.9,15/10/2025,05/11/2025,16/10/2025,,,FINANCEIRO
JULIANA ,34.181.977/0004-17,PARACATU 1,CENTRO ,1707,1002,MATERIAIS DE CONSTRUÇÃO SILVA E LELES,49.678.002/0001-23,JOGO DE CHAVEL- CHAVE ALLEN,10/10/2025,52.9,16/10/2025,05/11/2025,16/10/2025,,,FISCAL 
JULIANA,47.718.786/0002-45,BAHIA I ,BAHIA ,000392,346,LOKSAN ENTRETERIMENTO ,00.613.917/0001-61,CONTROLE E TRATAMENTO DE EFLUENTES,10/10/2025,1300,20/10/2025,05/11/2025,22/10/2025,,,FISCAL 
NAUANY,34.182.074/0003-70 ,BOCAIUVA 3,CENTRO,001526,10812,ANTONIO GOMES ,03.334.779/0001-70,COMPRA DE PAQUIMETRO,10/10/2025,78,16/10/2025,05/11/2025,21/10/2025,,,FINANCEIRO
NAUANY,33.877.063/0001-80 ,PARACATU,TRIANGULO,000431,200,DEDELIM LTDA,46.744.148/0001-31,SERVIÇO DE DEDETIZAÇÃO,13/10/2025,1200,16/10/2025,05/11/2025,21/10/2025,,,FINANCEIRO
JULIANA,19.436.993/0001-77,ARCOS ,SUL,5501,5413,NEW CABOS ,19.436.993/0001-77,COMPRA DE CONECTOR E CABOS,13/10/2025,29984,16/10/2025,15/11/2025,20/10/2025,,,FISCAL
JULIANA,54.294.711/0015-40,IRAQUARA,NORDESTE,772,7899,MINAS FERRAMENTAS,54.294.711/0015-40,"ALICATE, PARAFUSADEIRA, CHAVES, FACA DESENCAPADORA, BOLSA LONA",13/10/2025,3882.78,20/10/2025,15/11/2025,21/10/2025,,,FISCAL
NAUANY,34.183.614/0003-30,PARACATU 2,TRIANGULO,001731,201,DEDELIM LTDA,46.744.148/0001-31,SERVIÇO DE DEDETIZAÇÃO,13/10/2025,1200,16/10/2025,05/11/2025,21/10/2025,,,FINANCEIRO
NAUANY,34.183.614/0007-63 ,PARACATU 3,TRIANGULO,001732,202,DEDELIM LTDA,46.744.148/0001-31,SERVIÇO DE DEDETIZAÇÃO,13/10/2025,1200,16/10/2025,05/11/2025,21/10/2025,,,FINANCEIRO
NAUANY,41.775.887/0003-39,RIBEIRA DO POMBAL,NORDESTE ,000307,1721390,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,15/10/2025,2483.75,17/10/2025,05/11/2025,21/10/2025,,,FINANCEIRO
NAUANY,34.183.614/0005-00,BRASILANDIA 1,TRIANGULO,001716,58302,HOLD TRANSPORTE,24.052.966/0001-30,SERVIÇO DE FRETE,14/10/2025,650,26/09/2025,25/11/2025,17/10/2025,,,FINANCEIRO
THAUANY,53.048.055/0007-23,UFV COMERC BAHIA 3 LTDA - POUSO ALEGRE,NORDESTE ,389,533768,MINAS FERRAMENTAS,17.194.994/0001-27,"COMPRA DE FERRAMENTAS: CHAVES ALICATES, BROCAS ",14/10/2025,4503.57,16/10/2025,05/11/2025,22/10/2025,,,FISCAL
JULIANA,35.654.760/0001-05,UFV BRASILANDIA ,TRIANGULO,000542,58303,HOLD TRANSPORTE PESADO ,24.052.966/0001-30,SERVIÇO DE FRETE,14/10/2025,1650,26/09/2025,25/11/2025,15/10/2025,,,
JULIANA,30.234.106/0001-10,UFV PEDRA DO INDAIA 5,SUL,005889,715,AJ PRESTAÇÃO ,30.234.106/0001-10,SERVIÇO DE SUBSTITUIÇÃO DE JUMPER,14/10/2025,4847,17/10/2025,05/11/2025,20/10/2025,,,FISCAL
NAUANY,41.738.810/0021-70,INDAIABIRA 3,NORTE,005863,10225,SIGMA,10.673.569/0002-52,COMPRA DE SENSOR DE TEMPERATURA,15/10/2025,1297.73,07/10/2025,15/12/2025,17/10/2025,,,FINANCEIRO
NAUANY,31.549.360/0001-70,MANGA,NORTE,000419,10224,SIGMA,10.673.569/0002-52,COMPRA DE SENSOR DE TEMPERATURA,15/10/2025,1297.73,07/10/2025,15/12/2025,17/10/2025,,,FINANCEIRO
NAUANY,34.182.074/0004-50,JANAUBA,NORTE,001523,10223,SIGMA,10.673.569/0002-52,COMPRA DE SENSOR DE TEMPERATURA,15/10/2025,1297.73,07/10/2025,15/12/2025,17/10/2025,,,FINANCEIRO
NAUANY,34.461.701/0001-40,JANUARIA 2,NORTE,202138,58347,HOLD TRANSPORTE PESADO ,24.052.966/0001-30,SERVIÇO DE FRETE,15/10/2025,1750,15/10/2025,25/11/2025,17/10/2025,,,FINANCEIRO 
JULIANA,42.910.475/0010-56,CAMPO BELO,SUL,005502,1054127,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE SUPERMERCADO,15/10/2025,917.75,20/10/2025,15/11/2025,29/10/2025,,,FISCAL
JULIANA,42.385.610/0009-58,NOVA PONTE ,CENTRO,004673,388409,LOJA ELETRICA,17.155.342/0012-36,COMPRA DE CONTATOR ,15/10/2025,167.84,23/10/2025,15/11/2025,29/10/2025,,,FISCAL
THAUANY,34.183.614/0003-30,MORI MINAS NEWCO III - PARACATU 2,TRIANGULO,1736,722,LG MANUTENÇÕES ,35.614.763/0001-07,SERVIÇO DE INSTALAÇÃO E MONTAGEM DE APARELHOS ,15/10/2025,1900,21/10/2025,05/11/2025,22/10/2025,,,FISCAL
NAUANY,41.718.786/0003-26,RIBEIRA DO POMBAL,NORDESTE ,000388,1721649,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,16/10/2025,2831.75,17/10/2025,15/11/2025,21/10/2025,,,FINANCEIRO
JULIANA ,34.183.614/0003-30,PARACATU 2,TRIANGULO,001734,138,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA POTAVEL ,16/10/2025,1300,20/10/2025,05/11/2025,22/10/2025,,,FISCAL
